
=== Per-layer Profiling Info ===
Layer Name                                                                                                Time (ms)
__module.model.layers.4.self_attn/aten::add/Add_bf16_abcd_f32_aBcd16b___module.model.layers.4.self_attn/aten::add/Add/fq_output_0          0.101
__module.model.layers.4.self_attn/aten::add/Add/fq_output_0                                                   0.052
__module.model.layers.4.self_attn/aten::add/Add/fq_output_0_aBcd16b_abcd_MatMul_34847                         0.073
Gather_49775                                                                                                  0.005
__module.model.layers.4.self_attn.k_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.222
__module.model.layers.4.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.4.self_attn/aten::add/Add_1                                                             0.032
__module.model.layers.4.self_attn/aten::cat/Concat_2                                                          0.046
__module.model.layers.4.self_attn/aten::cat/Concat_2_bf16_abcd_f32_aBcd16b___module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0          0.029
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0                                      0.026
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0_aBcd16b_abcd___module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_2          0.039
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_51447                                                                                               0.012
__module.model.layers.4.self_attn/aten::expand/Broadcast                                                      0.063
__module.model.layers.4.self_attn/aten::reshape/Reshape                                                       0.006
MatMul_34847                                                                                                  0.115
Multiply_43212                                                                                                0.000
Add_40318                                                                                                     0.171
Multiply_43214                                                                                                0.000
Softmax_34850                                                                                                 0.351
Gather_49778                                                                                                  0.006
__module.model.layers.4.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.223
__module.model.layers.4.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.4.self_attn/aten::transpose/Transpose_2                                                 0.025
__module.model.layers.4.self_attn/aten::cat/Concat_3                                                          0.039
__module.model.layers.4.self_attn/aten::cat/Concat_3_____module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_3          0.014
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_51481                                                                                               0.050
Broadcast_51481_f32_bf16___module.model.layers.4.self_attn/aten::expand/Broadcast_1                           0.051
__module.model.layers.4.self_attn/aten::expand/Broadcast_1                                                    0.067
__module.model.layers.4.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.4.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.137
__module.model.layers.4.self_attn/aten::transpose/Transpose_3                                                 0.035
__module.model.layers.4.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.4.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.051
__module.model.layers.4.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fq_output_0                   0.000
__module.model.layers.4.self_attn.o_proj/ov_ext::linear/MatMul                                                0.940
Subtract_43266                                                                                                0.000
Multiply_43267                                                                                                0.000
__module.model.layers.4/aten::add/Add                                                                         0.062
Multiply_43269                                                                                                0.053
__module.model.layers.4.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.048
__module.model.layers.4.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.4.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.048
__module.model.layers.4.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.040
__module.model.layers.4.mlp.gate_proj/ov_ext::linear/MatMul                                                   4.238
__module.model.layers.4.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationSubtract                            0.000
__module.model.layers.4.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationMultiply                            0.000
__module.model.layers.4.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.4.mlp.up_proj/ov_ext::linear/MatMul                                                     3.633
__module.model.layers.4.mlp.up_proj/ov_ext::linear/MatMul/DequantizationSubtract                              0.000
__module.model.layers.4.mlp.up_proj/ov_ext::linear/MatMul/DequantizationMultiply                              0.000
__module.model.layers.4.mlp/aten::mul/Multiply                                                                0.248
__module.model.layers.4.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
__module.model.layers.4.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fq_output_0                              0.000
__module.model.layers.4.mlp.down_proj/ov_ext::linear/MatMul                                                   3.648
__module.model.layers.4.mlp.down_proj/ov_ext::linear/MatMul/DequantizationSubtract                            0.000
__module.model.layers.4.mlp.down_proj/ov_ext::linear/MatMul/DequantizationMultiply                            0.000
Multiply_43364                                                                                                0.083
__module.model.layers.4/aten::add/Add_1                                                                       0.000
__module.model.layers.5.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.053
__module.model.layers.5.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.5.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.059
__module.model.layers.5.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0                0.042
__module.model.layers.5.self_attn.q_proj/ov_ext::linear/MatMul                                                0.945
__module.model.layers.5.self_attn.q_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.5.self_attn.q_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.5.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.5.self_attn/aten::add/Add                                                               0.093
__module.model.layers.5.self_attn/aten::add/Add_bf16_abcd_f32_aBcd16b___module.model.layers.5.self_attn/aten::add/Add/fq_output_0          0.107
__module.model.layers.5.self_attn/aten::add/Add/fq_output_0                                                   0.052
__module.model.layers.5.self_attn/aten::add/Add/fq_output_0_aBcd16b_abcd_MatMul_34882                         0.075
Gather_49781                                                                                                  0.005
__module.model.layers.5.self_attn.k_proj/ov_ext::linear/MatMul                                                0.213
__module.model.layers.5.self_attn.k_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.5.self_attn.k_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.5.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.5.self_attn/aten::add/Add_1                                                             0.027
__module.model.layers.5.self_attn/aten::cat/Concat_2                                                          0.042
__module.model.layers.5.self_attn/aten::cat/Concat_2_bf16_abcd_f32_aBcd16b___module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0          0.026
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0                                      0.026
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0_aBcd16b_abcd___module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_2          0.038
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_51515                                                                                               0.014
__module.model.layers.5.self_attn/aten::expand/Broadcast                                                      0.060
__module.model.layers.5.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_34882                                                                                                  0.106
Multiply_43522                                                                                                0.000
Add_40354                                                                                                     0.131
Multiply_43524                                                                                                0.000
Softmax_34885                                                                                                 0.359
Gather_49784                                                                                                  0.006
__module.model.layers.5.self_attn.v_proj/ov_ext::linear/MatMul                                                0.218
__module.model.layers.5.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.5.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.5.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.5.self_attn/aten::transpose/Transpose_2                                                 0.023
__module.model.layers.5.self_attn/aten::cat/Concat_3                                                          0.041
__module.model.layers.5.self_attn/aten::cat/Concat_3_____module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_3          0.015
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_51549                                                                                               0.049
Broadcast_51549_f32_bf16___module.model.layers.5.self_attn/aten::expand/Broadcast_1                           0.052
__module.model.layers.5.self_attn/aten::expand/Broadcast_1                                                    0.067
__module.model.layers.5.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.5.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.134
__module.model.layers.5.self_attn/aten::transpose/Transpose_3                                                 0.038
__module.model.layers.5.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.5.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.049
__module.model.layers.5.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fq_output_0                   0.000
__module.model.layers.5.self_attn.o_proj/ov_ext::linear/MatMul                                                0.928
Subtract_43585                                                                                                0.000
Multiply_43586                                                                                                0.000
__module.model.layers.5/aten::add/Add                                                                         0.061
Multiply_43588                                                                                                0.059
__module.model.layers.5.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.047
__module.model.layers.5.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.5.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.054
__module.model.layers.5.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.043
__module.model.layers.5.mlp.gate_proj/ov_ext::linear/MatMul                                                   4.235
__module.model.layers.5.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationSubtract                            0.000
__module.model.layers.5.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationMultiply                            0.000
__module.model.layers.5.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.5.mlp.up_proj/ov_ext::linear/MatMul                                                     3.618
__module.model.layers.5.mlp.up_proj/ov_ext::linear/MatMul/DequantizationSubtract                              0.000
__module.model.layers.5.mlp.up_proj/ov_ext::linear/MatMul/DequantizationMultiply                              0.000
__module.model.layers.5.mlp/aten::mul/Multiply                                                                0.309
__module.model.layers.5.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
__module.model.layers.5.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fq_output_0                              0.000
__module.model.layers.5.mlp.down_proj/ov_ext::linear/MatMul/DequantizationMultiply                            3.684
Multiply_43672                                                                                                0.070
__module.model.layers.5/aten::add/Add_1                                                                       0.000
__module.model.layers.6.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.049
__module.model.layers.6.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.6.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.045
__module.model.layers.6.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0                0.039
__module.model.layers.6.self_attn.q_proj/ov_ext::linear/MatMul                                                0.901
__module.model.layers.6.self_attn.q_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.6.self_attn.q_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.6.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.6.self_attn/aten::add/Add                                                               0.107
__module.model.layers.6.self_attn/aten::add/Add_bf16_abcd_f32_aBcd16b___module.model.layers.6.self_attn/aten::add/Add/fq_output_0          0.102
__module.model.layers.6.self_attn/aten::add/Add/fq_output_0                                                   0.052
__module.model.layers.6.self_attn/aten::add/Add/fq_output_0_aBcd16b_abcd_MatMul_34917                         0.073
Gather_49787                                                                                                  0.005
__module.model.layers.6.self_attn.k_proj/ov_ext::linear/MatMul                                                0.217
__module.model.layers.6.self_attn.k_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.6.self_attn.k_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.6.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.6.self_attn/aten::add/Add_1                                                             0.031
__module.model.layers.6.self_attn/aten::cat/Concat_2                                                          0.048
__module.model.layers.6.self_attn/aten::cat/Concat_2_bf16_abcd_f32_aBcd16b___module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0          0.029
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0                                      0.026
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0_aBcd16b_abcd___module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_2          0.037
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_51583                                                                                               0.012
__module.model.layers.6.self_attn/aten::expand/Broadcast                                                      0.063
__module.model.layers.6.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_34917                                                                                                  0.117
Multiply_43830                                                                                                0.000
Add_40390                                                                                                     0.174
Multiply_43832                                                                                                0.000
Softmax_34920                                                                                                 0.353
Gather_49790                                                                                                  0.006
__module.model.layers.6.self_attn.v_proj/ov_ext::linear/MatMul                                                0.210
__module.model.layers.6.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.6.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.6.self_attn/aten::view/Reshape_2                                                        0.006
__module.model.layers.6.self_attn/aten::transpose/Transpose_2                                                 0.023
__module.model.layers.6.self_attn/aten::cat/Concat_3                                                          0.066
__module.model.layers.6.self_attn/aten::cat/Concat_3_____module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_3          0.014
__module.model.layers.6.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_51617                                                                                               0.048
Broadcast_51617_f32_bf16___module.model.layers.6.self_attn/aten::expand/Broadcast_1                           0.053
__module.model.layers.6.self_attn/aten::expand/Broadcast_1                                                    0.068
__module.model.layers.6.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.6.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.133
__module.model.layers.6.self_attn/aten::transpose/Transpose_3                                                 0.035
__module.model.layers.6.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.6.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.049
__module.model.layers.6.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fq_output_0                   0.000
__module.model.layers.6.self_attn.o_proj/ov_ext::linear/MatMul                                                0.947
Subtract_43893                                                                                                0.000
Multiply_43894                                                                                                0.000
__module.model.layers.6/aten::add/Add                                                                         0.060
Multiply_43896                                                                                                0.047
__module.model.layers.6.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.050
__module.model.layers.6.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.6.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.049
__module.model.layers.6.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.039
__module.model.layers.6.mlp.gate_proj/ov_ext::linear/MatMul                                                   4.229
__module.model.layers.6.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationSubtract                            0.000
__module.model.layers.6.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationMultiply                            0.000
__module.model.layers.6.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.6.mlp.up_proj/ov_ext::linear/MatMul                                                     3.610
__module.model.layers.6.mlp.up_proj/ov_ext::linear/MatMul/DequantizationSubtract                              0.000
__module.model.layers.6.mlp.up_proj/ov_ext::linear/MatMul/DequantizationMultiply                              0.000
__module.model.layers.6.mlp/aten::mul/Multiply                                                                0.315
__module.model.layers.6.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
__module.model.layers.6.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fq_output_0                              0.000
__module.model.layers.6.mlp.down_proj/ov_ext::linear/MatMul/DequantizationMultiply                            3.633
Multiply_43980                                                                                                0.078
__module.model.layers.6/aten::add/Add_1                                                                       0.000
__module.model.layers.7.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.048
__module.model.layers.7.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.7.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.044
__module.model.layers.7.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0                0.046
__module.model.layers.7.self_attn.q_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.843
__module.model.layers.7.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.7.self_attn/aten::add/Add                                                               0.091
__module.model.layers.7.self_attn/aten::add/Add_bf16_abcd_f32_aBcd16b___module.model.layers.7.self_attn/aten::add/Add/fq_output_0          0.100
__module.model.layers.7.self_attn/aten::add/Add/fq_output_0                                                   0.049
__module.model.layers.7.self_attn/aten::add/Add/fq_output_0_aBcd16b_abcd_MatMul_34952                         0.072
Gather_49793                                                                                                  0.005
__module.model.layers.7.self_attn.k_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.197
__module.model.layers.7.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.7.self_attn/aten::add/Add_1                                                             0.029
__module.model.layers.7.self_attn/aten::cat/Concat_2                                                          0.065
__module.model.layers.7.self_attn/aten::cat/Concat_2_bf16_abcd_f32_aBcd16b___module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0          0.026
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0                                      0.026
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0_aBcd16b_abcd___module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_2          0.037
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_51651                                                                                               0.013
__module.model.layers.7.self_attn/aten::expand/Broadcast                                                      0.060
__module.model.layers.7.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_34952                                                                                                  0.107
Multiply_44108                                                                                                0.000
Add_40426                                                                                                     0.129
Multiply_44110                                                                                                0.000
Softmax_34955                                                                                                 0.348
Gather_49796                                                                                                  0.006
__module.model.layers.7.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.199
__module.model.layers.7.self_attn/aten::view/Reshape_2                                                        0.006
__module.model.layers.7.self_attn/aten::transpose/Transpose_2                                                 0.024
__module.model.layers.7.self_attn/aten::cat/Concat_3                                                          0.065
__module.model.layers.7.self_attn/aten::cat/Concat_3_____module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_3          0.014
__module.model.layers.7.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_51685                                                                                               0.047
Broadcast_51685_f32_bf16___module.model.layers.7.self_attn/aten::expand/Broadcast_1                           0.050
__module.model.layers.7.self_attn/aten::expand/Broadcast_1                                                    0.067
__module.model.layers.7.self_attn/aten::reshape/Reshape_1                                                     0.005
__module.model.layers.7.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.130
__module.model.layers.7.self_attn/aten::transpose/Transpose_3                                                 0.036
__module.model.layers.7.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.7.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.049
__module.model.layers.7.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fq_output_0                   0.000
__module.model.layers.7.self_attn.o_proj/ov_ext::linear/MatMul                                                0.951
Subtract_44162                                                                                                0.000
Multiply_44163                                                                                                0.000
__module.model.layers.7/aten::add/Add                                                                         0.059
Multiply_44165                                                                                                0.060
__module.model.layers.7.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.048
__module.model.layers.7.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.7.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.055
__module.model.layers.7.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.041
__module.model.layers.7.mlp.gate_proj/ov_ext::linear/MatMul                                                   4.309
__module.model.layers.7.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationSubtract                            0.000
__module.model.layers.7.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationMultiply                            0.000
__module.model.layers.7.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.7.mlp.up_proj/ov_ext::linear/MatMul                                                     3.620
__module.model.layers.7.mlp.up_proj/ov_ext::linear/MatMul/DequantizationSubtract                              0.000
__module.model.layers.7.mlp.up_proj/ov_ext::linear/MatMul/DequantizationMultiply                              0.000
__module.model.layers.7.mlp/aten::mul/Multiply                                                                0.317
__module.model.layers.7.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
__module.model.layers.7.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fq_output_0                              0.000
__module.model.layers.7.mlp.down_proj/ov_ext::linear/MatMul/DequantizationMultiply                            3.609
Multiply_44249                                                                                                0.084
__module.model.layers.7/aten::add/Add_1                                                                       0.000
__module.model.layers.8.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.086
__module.model.layers.8.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.8.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.054
__module.model.layers.8.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0                0.041
__module.model.layers.8.self_attn.q_proj/ov_ext::linear/MatMul                                                0.921
__module.model.layers.8.self_attn.q_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.8.self_attn.q_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.8.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.8.self_attn/aten::add/Add                                                               0.100
__module.model.layers.8.self_attn/aten::add/Add_bf16_abcd_f32_aBcd16b___module.model.layers.8.self_attn/aten::add/Add/fq_output_0          0.100
__module.model.layers.8.self_attn/aten::add/Add/fq_output_0                                                   0.049
__module.model.layers.8.self_attn/aten::add/Add/fq_output_0_aBcd16b_abcd_MatMul_34987                         0.072
Gather_49799                                                                                                  0.005
__module.model.layers.8.self_attn.k_proj/ov_ext::linear/MatMul                                                0.205
__module.model.layers.8.self_attn.k_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.8.self_attn.k_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.8.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.8.self_attn/aten::add/Add_1                                                             0.028
__module.model.layers.8.self_attn/aten::cat/Concat_2                                                          0.065
__module.model.layers.8.self_attn/aten::cat/Concat_2_bf16_abcd_f32_aBcd16b___module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0          0.027
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0                                      0.026
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0_aBcd16b_abcd___module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_2          0.037
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_51719                                                                                               0.011
__module.model.layers.8.self_attn/aten::expand/Broadcast                                                      0.060
__module.model.layers.8.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_34987                                                                                                  0.112
Multiply_44407                                                                                                0.000
Add_40462                                                                                                     0.127
Multiply_44409                                                                                                0.000
Softmax_34990                                                                                                 0.345
Gather_49802                                                                                                  0.006
__module.model.layers.8.self_attn.v_proj/ov_ext::linear/MatMul                                                0.213
__module.model.layers.8.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.8.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.8.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.8.self_attn/aten::transpose/Transpose_2                                                 0.024
__module.model.layers.8.self_attn/aten::cat/Concat_3                                                          0.066
__module.model.layers.8.self_attn/aten::cat/Concat_3_____module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_3          0.014
__module.model.layers.8.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_51753                                                                                               0.048
Broadcast_51753_f32_bf16___module.model.layers.8.self_attn/aten::expand/Broadcast_1                           0.051
__module.model.layers.8.self_attn/aten::expand/Broadcast_1                                                    0.068
__module.model.layers.8.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.8.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.131
__module.model.layers.8.self_attn/aten::transpose/Transpose_3                                                 0.034
__module.model.layers.8.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.8.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.049
__module.model.layers.8.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fq_output_0                   0.000
__module.model.layers.8.self_attn.o_proj/ov_ext::linear/MatMul                                                0.936
Subtract_44470                                                                                                0.000
Multiply_44471                                                                                                0.000
__module.model.layers.8/aten::add/Add                                                                         0.063
Multiply_44473                                                                                                0.054
__module.model.layers.8.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.047
__module.model.layers.8.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.8.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.047
__module.model.layers.8.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.039
__module.model.layers.8.mlp.gate_proj/ov_ext::linear/MatMul                                                   4.193
__module.model.layers.8.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationSubtract                            0.000
__module.model.layers.8.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationMultiply                            0.000
__module.model.layers.8.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.8.mlp.up_proj/ov_ext::linear/MatMul                                                     3.705
__module.model.layers.8.mlp.up_proj/ov_ext::linear/MatMul/DequantizationSubtract                              0.000
__module.model.layers.8.mlp.up_proj/ov_ext::linear/MatMul/DequantizationMultiply                              0.000
__module.model.layers.8.mlp/aten::mul/Multiply                                                                0.250
__module.model.layers.8.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
__module.model.layers.8.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fq_output_0                              0.000
__module.model.layers.8.mlp.down_proj/ov_ext::linear/MatMul                                                   3.744
__module.model.layers.8.mlp.down_proj/ov_ext::linear/MatMul/DequantizationSubtract                            0.000
__module.model.layers.8.mlp.down_proj/ov_ext::linear/MatMul/DequantizationMultiply                            0.000
Multiply_44568                                                                                                0.082
__module.model.layers.8/aten::add/Add_1                                                                       0.000
__module.model.layers.9.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.050
__module.model.layers.9.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.9.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.052
__module.model.layers.9.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0                0.049
